YarareInitCube__FP3cEmffffffsUs 0x0019e418
init2__10cLightInfoUcsP6tagVecT3Uc 0x001216b8
SetObjSmd__FUiUiRC6tagVecT2Ucb 0x00275e28
SceElevator__FP13ElevatorParam 0x00272b28
FadeSet__FUiG8_GXColorT1UiUiUi 0x00209c88
Debug_alloc__FUib 0x002297a0
setThermo__9cLightMgr 0x002244a8
SatMgr 0x0041af10
getCameraDirection__13CameraControl 0x001048f8
setFall__7cEmRockP8ATK_INFO 0x001de668
checkPassed__9cRoomDataUsUc 0x00264640
motionSet__7cPlayerUiUiUiUiUcUsUs 0x00246828
joyLKamae__Fv 0x0024c0c0
create__9cLightMgrQ29cLightMgr8LIT_TYPEiiUc 0x002234b8
getMoveFrameToLift__8cObjBull 0x001429f0
setDisp__7cObjWepib 0x001503e8
SceCheckEmAlive__FP3cEm 0x00270f00
g_item_price_tbl 0x002f0d08
strcmp 0x002af8dc
setTexBlendTbl__10cModelInfoP12TEXBLEND_TBL 0x0022dd70
NameChange__8EventMgrPCc 0x00205f80
ckLock__7cEmDoor 0x001d1f58
deleteAll__9cDataCtrl 0x001b2188
set2ndStart__11cObjTrolley 0x0014fd10
checkThrow__3cEm 0x001bb380
em3fPlSEReset__Fv 0x0013dc10
FuncPathParametrize__FP13FUNC_PATH_PTRP14B_SPLINE_3_PTR 0x00240270
Vu0Tanf__Ff 0x00253928
St3_data_tbl 0x00329ce0
QuakeExec__FUiUiifUi 0x00261d00
weaponLoad__7cPlayerUiUi 0x0024ccd8
setLangExt3__FPc 0x00151730
FadeKillAll__Fv 0x00209d68
SubCharIgnorePants__Fi 0x0024ca00
ckSet__10cObjPillar 0x00147000
ckLiftWait__8cObjBull 0x00141f58
setTransMode__6cEmWepUi 0x00116ca0
set__10cAtariInfoffi 0x001a60c8
collision_sphere_hexahedron__FP14tagGEOM_SPHEREP18tagGEOM_HEXAHEDRON 0x0021be50
cMes 0x003cfea8
weaponRelease__7cPlayer 0x0024ca70
SetDoor__FUiUiP6tagVecT2UcUc 0x001cc988
OpeOwTypeSet__FUc 0x00174ef0
SeAtSndCall__FUi 0x002762d0
SmdGetGroupNext__FP4cObj 0x00275d70
MercSysSetPoint__F10MERCE_TYPEi 0x001269f8
EmListSetAlive__FUib 0x001bdad8
GetEmIdFromList__FUi 0x001bdaa8
ChkEnableDamage__9cEmWindow 0x001e9868
setEmFunc__8cSubCharPFv_v 0x00162740
setBarred__9cEmSwitchP9cEmBarred 0x001e3fe8
MotionAddSpeed__FP6cModelP11MOTION_INFOP6tagVecT2 0x00231f08
setMoveMotion__11cObjGondolaUiUs 0x00144700
getTime__9CountDownRiN21 0x001b07d8
setStatus__3cEm9EM_STATUS 0x001bb330
SetObj16__FUiUiP3cEmT2UiUiP6tagVecT6 0x00134cc8
PSVECNormalize 0x00252ab8
motionPause__6cModel 0x0022e330
setBreak__11cObjBattery 0x0013f970
ckCrash__6cObj1c 0x0013ac10
Em39_fs_tbl 0x00325228
setShotArrow__6cEmWepP6tagVecP8ATK_INFO 0x00115f38
offKind__9cLightMgrUc 0x002235b0
rmPiece__8pzlBoardP8pzlPiece 0x0025f978
UnsetAreaAttr__13CameraControlScScUc 0x001010b0
init__7cPlNeckUiUiUs 0x00248ae8
endScope__13CameraControl 0x00105548
move__7cPlayer 0x00166ce8
setWound__7cPlayer 0x00249540
setFontSize__14MessageControliss 0x0012c2b0
AppendModelOt__FP6cModel 0x00257a68
EmReadInit__Fv 0x00262c48
readEmList__FUi 0x00276d60
setParent__6cEmHitP3cEmUiUi 0x001d5958
warnTime__9CountDowniii 0x001b0738
endReload__7cObjWepi 0x001505b8
lockInit__6cPlWep 0x0024d960
MotionBlendOff__FP6cModel 0x0022f620
destroy__6cEmMgrP3cEm 0x001bb030
quit__11ItemExamine 0x002099a8
specialTunable__8MerchantP5cItem 0x00129c90
DC 0x0041b6b0
PlGachaGet__Fv 0x0024ae68
GetDistance__FRC6tagVecT0 0x00277718
search__8cItemMgrUsSc 0x0011e3b0
setDoor__7cEmDoorP7cEmDoor 0x001d4d58
GXSetLineWidth 0x00251c10
move__7Cockpit 0x001adbb8
EffClearToolState__Fv 0x001b8c70
getRoomEtcTorch__FUiPP8cEmTorchi 0x00202168
getRoomEtc__FUi11ETCMODEL_IDPPvi 0x001fbfc8
init__8omakeGet 0x00155970
ckClimb__10cObjLadder 0x0012f680
mem_alloc__FUiPCcibUiUi 0x00229338
ZNEAR 0x00431a14
GetEmPtrFromList__FUi 0x001bd9e8
SceAtDataSet_exec__FUi9SCE_LEVELUiPvT3Uc 0x0026a8a8
ckOpen__9cEmBarred 0x001c7d70
pSUB2 0x004203d8
setBreak__10cObjPillarP6tagVecUiUi 0x00147010
EstSetEm10WaterFall__FP6cModel 0x001fbf20
CameraSetOrientationUp__FP6CAMERA 0x001ac808
setNoSuspend__7cPlayeri 0x002473b0
pEm10Rck 0x0032a808
setMotionVib__10cObjYaguraUi 0x00151630
SubScreenWait__Fi 0x001735a8
setParent__6cModelP6cCoordR6tagVecT2 0x0022d720
MercSysGetSaveWork__FP15MercSysSaveWork 0x00126660
EmAtCheck__FP6cModel 0x0019e570
SetMine__FUiUiP6tagVecT2Uc 0x001d6d40
check__7cSatMgrP6cModelUi 0x001a18e8
CameraMove__Fv 0x001ad418
ScreenReSize__Fii 0x00229d10
setScale__6cObj16P6tagVec 0x00137090
setupFont__14MessageControlssPUcUc 0x0012b960
TaskExec__FUiPvT1 0x00255f90
DVDCloseDir 0x0016bf28
PlReloadBullet__Fv 0x0024bdf8
move__7cObjWep 0x001501c0
moveSet__7cObjWep 0x001512d8
MercSysInitRoom__FP15MercSysInitWork 0x00124df0
SndCall__FUsUsP6tagVecUcUiP6cModel 0x0016df30
ActBtn 0x0041ae00
EspPullCoreKind__Fv 0x001b88b0
adaHairWindR 0x003268d0
WaitEnd__14MessageControli 0x0012c4c8
unitParent__8IDSystemP7ID_UNITT1 0x0021c5c0
SndAllStop__Fv 0x00171360
modelInit__6cModelUiUi 0x0022c580
MotionSequenceCtrl__FP11MOTION_INFO 0x00231f70
adaHairWindS 0x00326898
dump__8cItemMgrP5cItem 0x0011ef10
ReadOPData__FUiPUi 0x00263848
SceMesWait__Fv 0x00270e78
Ctrl12Ck__FP5cCtrl9CTRL12_ID 0x0010e698
ckAtkHit__6cObj16 0x00138030
Screen 0x00431a30
sprintf 0x002b0680
exerciseItemPtr__8Merchanti 0x0012a500
OpeSetMdtNo__F8OpeMdtNo 0x00174e78
GamePointInit__FUi 0x0021abe0
setTarget__3cEmUcfff 0x001bb940
SndSetDopPitch__FUis 0x0016e940
IdTexRelease__F9TEX_OWNER 0x002202d0
GetEtcFlgPtr__FUiUs 0x002015a0
SceMesCamSndSet__Fiii11UP_CUT_ATTR 0x00270cf8
parentSet__7cObjWepPC6cModelUiP6tagVecT3 0x001504a8
setCritical__6cObj16 0x00137310
setShot__6cEmWepP6tagVecP8ATK_INFO 0x00115cf0
SubScreenOpen__F12SS_OPEN_FLAG12SS_ATTR_FLAG 0x001737e0
setParent__6cEmWepP3cEmUiUi 0x00115660
qsort 0x002b0b48
SndBgmTblSet__FUsUc 0x00171838
move__11IDAdaResult 0x00118278
Draw_line3d_222__FRC6tagVecT0UiUi 0x001511e8
moveMatCalcBefore__7cPlayer 0x00249548
buyup__8MerchantP5cItemiPi 0x0012a8e0
hitCheck__7cSatMgrRC6tagVecR6tagVecP6tagVecT3UiUi 0x001a38d0
Ctrl11SetSe2__FP5cCtrlP3cEmsUcUcUs 0x0010e0f8
setParent__6cObj12P3cEmUiUi 0x0023c6d0
Em34ClothMove1__FP3cEmP10CLOTH_INFO 0x001bbdf0
DVDOpenDir 0x0016bf18
WeaponMoveFunc 0x002f2de0
ckBreak3rd__8cObjBull 0x00141f10
SetGameTime__Fv 0x00229fa0
SceAtItemEmItemDelete__Fv 0x0026bdc0
EstSet__FP6cModelUiP6tagVecT2UiUcUsUcPvP14ESPSEQ_CONTROL 0x001faf80
EmSubBloodSet__FP3cEmP6tagVecUiUcUc 0x001bec58
setAtNo__6cEmWepi 0x00116ce0
PlClothMoveAda4__FP3cEmP10CLOTH_INFON21 0x002498f0
Front_check__FP3cEmP6tagVecf 0x00277998
IdSys 0x00425a28
dispSw__8IDSystem8ID_CLASSb 0x0021c3c0
EndLookDownEm__13CameraControl 0x00105448
merchantData 0x003cfb98
Ctrl11SetSe__FP5cCtrlP3cEmsUcUc 0x0010e048
EspGenLoopMove__Fv 0x001b89f8
setPlayerLocation__14CameraQuasiFPSPA3_fP6tagVec 0x001aa738
setCk__8IDSystem8ID_CLASS 0x0021c390
stockNew__8MerchantUs 0x00129978
SceAtPtr__FUi 0x0026a750
setClose__9cEmBarredUc 0x001c7c20
init__11IDAdaResultPUi 0x001181f8
PSMTXMultVecSR 0x00252a88
EffectDeleteAll__Fv 0x001fb6a0
motionMove__6cModel 0x0022e310
putPiece__9pzlPlayerP8pzlBoard 0x002607d8
St4_data_tbl 0x00329f60
setReset__10cObjLadderUi 0x0012fa28
hitCheck2__7cSatMgrRC6tagVecR6tagVecP6tagVecPP6tagVecUiUi 0x001a3988
numParent__F8ID_CLASS 0x00174e40
WeaponNo2WeaponId__FUcUc 0x00120f40
Obm72_fs_tbl 0x00325188
setPriority__10cAtariInfoQ210cAtariInfo8PRIORITY 0x001a6348
isTrans__C6cModel 0x0022f1d0
startBattery__13CameraControlPA3_fib 0x00105d30
EmReserveDropItem__FP3cEm 0x001c6078
EspEstSetSelect__FUiUcUiPP4cEspi 0x001ef6b0
setLost__7cEmTree 0x001e72e0
setDowned__10cObjLadder 0x0012f700
GetWepTargetPos__FP6tagVecT0UiUiPP3cEmPUi 0x001c1e30
EmAtkHitCk2__FP8ATK_INFOP6tagVecT1 0x001c2d18
EspGetEfmTplAddr__FUcPUi 0x001b86b8
move__10AdasReport 0x00118798
setThrow__7cEmRockP6tagVecP8ATK_INFO 0x001de7a8
kill__8IDSystemUc8ID_CLASS 0x0021d070
interrupt__7cObjWep 0x00150da8
PosToPos__FP6tagVecN20f 0x00277cd0
EmDmBloodSet__FP3cEm 0x001be308
FlrAtSetOnOff__FUiUc 0x00217358
stock_2st_first 0x002f0a18
setOpened__9cEmBarred 0x001c7c68
SetWeapon__FUiUiP6tagVecT2Uc 0x00110520
EmCatchMotionMove__FP3cEmff 0x001c3e70
ckReset__10cObjLadder 0x0012f9f8
Em30ClothSet1__FP3cEmP10CLOTH_INFO 0x001bc7f8
Fade 0x00424700
resetMotion__7cObjWep 0x001505f0
Em18ClothSet__FP3cEmP10CLOTH_INFOUi 0x001bbf38
GetScreenPos__FG6tagVecP6tagVec 0x00277bf8
ShapeSet__FP10cModelInfosUiUi 0x00276348
fix__9LifeMeterUi 0x001aee50
num__8cItemMgrP5cItem 0x0011f168
saveCursor__9pzlPlayer 0x00261828
SetFloatIsland__FUiUiP6tagVecT2 0x0013a2f0
CamSmth 0x003caea0
setThrowScythe__6cEmWepP6tagVecP8ATK_INFO 0x00115b18
girlHair 0x004324c8
selPiece__9pzlPlayerP8pzlBoardUi 0x00260450
getRoomEtcItem__FUiPP7cEmItemi 0x00202500
omake_init__10GameResultPUib 0x001550c0
read__10AdasReport 0x00118618
Vu0Sinf__Ff 0x002536b8
piecePtr__9pzlPlayeri 0x00260108
EspDataRelease__FUiii 0x001b7bb8
takeOver__8cItemMgr 0x00120c00
checkAir__7cSatMgrP6cModelUi 0x001a1d50
CheckInWater__FP3cEmUi 0x001c6a38
acosf 0x002ab938
Em34ClothSet1__FP3cEmP10CLOTH_INFO 0x001bbd10
adaHair 0x00432648
setFace__8cSubCharUi 0x00165448
SubScreenWk 0x00417580
SceExec__FUiPvT1Uc12SCE_PRIORITYP6cModel 0x002746a8
SceUpCutStart__Fv 0x002707c0
ckTruckGo__8cObjBull 0x00141f40
setReload__11cObjGatling 0x00134980
PlClothSetGirl__FP3cEmP10CLOTH_INFON21Ui 0x002496f0
init__11ItemExamineUsP6cModeli 0x00208bb8
setNumber__7MessageUiUsUi 0x0012ce68
PlWepLockCtrl__FP7cPlayerUc 0x0024e2a0
_$_9cDataSwap 0x001ad790
quit__15AdaMissionStart 0x00119e28
PSMTXInverse 0x002529d0
checkStatus__3cEm9EM_STATUS 0x001bb368
SndStrReq__FiiUiiif 0x0016eb40
motionSet__6cModelUiUcUsUsUi 0x0022e2d8
pieceNum__9pzlPlayer 0x002600c8
ada_weapon_level 0x002f01c8
SceSndCallThunder__Fv 0x00270ed0
GetXZAngleLocal__FPC6tagVecT0f 0x00277660
EspMove__Fv 0x001ea0b8
Espgen42SetNoWater__Fi 0x001f9358
AreaOnOff__13CameraControlScScSc 0x00100fc0
Em10_fs_tbl 0x003250f0
adaHairMax 0x00326860
reload__8cItemMgrP5cItemUi 0x0011fc88
CalcParabolaVector__FR6tagVecN20f 0x002780d0
SetSubAux__FPFP8cSubChar_vT0 0x0024b2c8
ckGoal__8cObjBull 0x00141d60
setVib__11cObjGondola 0x00144c30
bulletNumCurrent__8cItemMgr 0x00120450
ObjHitCheck__FP6tagVecN30Ui 0x0019fa20
Delete__14MessageControli 0x0012c470
SceAtSetEnable__FUib 0x0026a9c8
setKey__7cEmDoor8KEY_FLAG 0x001d4750
VibSetClearType__FUi 0x0023f408
RouteCkToEm__FP3cEmT0P6tagVecUi 0x00264830
PenClothFixSet__FP3cEmP10CLOTH_INFOUiP6tagVec 0x00240b00
SmdGetObjPtr__Fi 0x00275b28
fRand0_1__Fv 0x00263998
SndStrVolReset__Fiii 0x0016f520
_6cModel$mm 0x00325358
__9cDataSwap 0x001ad778
EmSetDie__FP3cEm 0x001bdb60
TaskSleep__FUi 0x00256010
EmSetEvent__FP7EM_LIST 0x001bd800
setPlWaterOtType__Fv 0x001ebae0
setHand__7cObjWep 0x00151348
Em37CoatSet__FP3cEmP10CLOTH_INFO 0x001bc1c0
PlClothSetLeon__FP3cEmP10CLOTH_INFON21 0x00249610
setStand__10cObjLadder 0x0012f6e0
__tf3cEm 0x001bb8f0
__tf6cModel 0x0022f0b8
setDropMot__7cEmRockUiUiUiUi 0x001e0df8
reloadable__7cObjWep 0x001506d8
SetCallBack__7cObjScrPFP7cObjScr_v 0x00236168
setEffFall__6cEmWepUcUc 0x00116ae8
setCatch__7cEmTree 0x001e72d0
__8MerchantP17MerchantCharacter 0x00129280
SceCheckEventStart__Fv 0x00270b58
SceAtSetEmItem__FP3cEmUi 0x0026d2c8
SubCharSetFace__Fi 0x0024c8e8
CancelNoSet__5Event 0x00203138
SetTree__FUiUiP6tagVecT2 0x001e5660
ckLift__8cObjBull 0x00141f30
CancelSet__5Event 0x00203100
fire__7cObjWep 0x001513b8
GetXZAngle__FPC6tagVecT0 0x00277530
RouteCkGetPoint__FiP6tagVec 0x002659c0
setEat__11cObjGatlingUiUi 0x00134ad8
ckBreak4th__8cObjBull 0x00141f20
SndRoomStrStart__FUcUib 0x001707c0
appendExtraPiece__9pzlPlayerP5cItem 0x002602a0
GameSave 0x00424cc8
low_RotMatrix__FPA3_fRC6tagVec 0x0022b688
trigger__7cObjWep 0x00150690
SceCamMove__FP6tagVecT0f 0x00272080
pSUB 0x004203d4
check__8cItemMgrUs 0x0011f978
setMotData__6cObj16UiUiUiUiUiUiUiUiUiUiUi 0x00137120
SetEtcFlag__9cEmWindowQ29cEmWindow9EtfWindowb 0x001e9890
DispReset__7cSofdec 0x00257530
EffectEfmDelete__FUsUcPv 0x001fb680
setParent__7cEmTreeP3cEmUiUi 0x001e70e0
SndRoomStrStop__Fi 0x001708c8
_$_3cEm 0x001bb8a0
setSca__6cModelRC6tagVec 0x0022d9f0
PlayCancel__7cSofdec 0x00257470
init__15AdaMissionStart10CHAPTER_NO 0x00119a70
SetOrientationZX__FP6tagVecT0PA3_f 0x0022a878
Em30ClothMove2__FP3cEmP10CLOTH_INFO 0x001bc9f0
Joy 0x00430f98
ps2gl 0x00432780
setConnectSwitch__9cEmSwitchP9cEmSwitch 0x001e40a8
SetObjBell__FUiUiP6tagVecT2 0x00132f80
GamePointBossReset__Fv 0x0021b120
setClosed__9cEmSwitch 0x001e3fa0
initTime__9CountDowniii 0x001b0630
St5_data_tbl 0x0032a038
BoatMoveFunc 0x002f2de4
GetRecoveryPoint__Fv 0x001c5e90
frameOut__9LifeMeter 0x001aef88
DivEvent__8EventMgrb 0x00206840
PlRegistBoss__FP3cEmUi 0x0024c708
PSMTXMultVec 0x00252998
MotionMove__FP6cModelP6CAMERA 0x00230270
Obj01SetEst__FP4cObjUiUiUiUiUiUiUiUiUi 0x00235e38
Front_check__FP3cEmT0f 0x00277940
SceAtSetParent__FUiP6cModelUi 0x0026af88
PlWepLockRandInit__Fv 0x0024ea10
SceKill__FPFPv_Pv 0x00274940
memcpy 0x002af3ac
set__8cPlWaistff 0x002491d0
IdFreeBuffer__Fv 0x00220238
Close__3OTW 0x00254670
SetBin__8EventMgrPCcUiUiSc 0x00206be8
TexRenderInit__FPP12TexRenderMngUi11RTX_REPTYPE 0x002786d8
EmCatchSubSet__FP3cEmT0fUifffPFv_v 0x001c3af8
MotionCheckCrossFrame__FP11MOTION_INFOf 0x00232248
salvCursor__9pzlPlayer 0x00261868
SndStrStatusCk__FiiUi 0x0016f228
setClose__7cEmDoor 0x001d4630
setEffHit__6cEmWepUcUc 0x00116b08
move__7cMapMgr 0x00121b40
quit__9pzlPlayer 0x00260058
ModelInfoSetTrans__FP6cModelUib 0x0022e818
SndStop__FUii 0x0016e9b8
CamCtrl 0x003ca1e0
move__8cSubChar 0x0015ad88
SubScreenExit__Fv 0x001745f8
SndSeStopDoor__Fv 0x0016ea20
roomInit__7Cockpit 0x001adb30
GetCtrlCtrl11__Fv 0x0010dfa8
Em_R0_Scenario__FP3cEm 0x001bdd48
move__9cLightMgr 0x00223680
move__11ItemExamine 0x00209240
SceUpCut__Fiii11UP_CUT_ATTR 0x00270db8
SetBreakAll__9cEmWindowP6tagVeciQ29cEmWindow12EspBreakType 0x001e93c8
sceAtGetOtAddr__FP11SCE_AT_DATA 0x002661c0
Em3fClothMove2__FP3cEmP10CLOTH_INFO 0x001bcc38
GetEtcAddr__FUiPc 0x001fc058
clearAttachCamera__13CameraControl 0x00105928
getSpeedRatio__FUsi 0x0011a058
setLock__7cEmDoorUiUiUiUi 0x001d1ad8
SceSetEventCancel__FbPvT1iT0 0x00274f10
move__10cAtariInfo 0x001a6240
setThrow__6cEmWepP6tagVecP8ATK_INFOf 0x001158e8
Muku2__Ffff 0x00277858
EatMgr 0x0041af30
checkCtrl__7cPlayer 0x00247888
SetEmBarred__FUiUiP6tagVecT2UcUc 0x001c6f88
getRoomEtcWindow__FUiPP9cEmWindowi 0x00201730
GetDistanceXZ__FPC6tagVecT0 0x00277740
ObjMgr 0x00431d20
SetShield__FUiUiP6tagVecT2 0x001e16d8
setCrashBig__6cObj1cP6tagVec 0x0013aa50
setScrAtari__6cObj00f 0x002349b8
SceSetItemEvent__FiiUiiPvN24b 0x002713c8
EffSetToolStateCallBack__FUcPFv_vT1 0x001b8c88
omake_move__10GameResult 0x00155198
moveCloth__8cSubChar 0x00165460
SubCharGetStatus__Fv 0x00163580
GetWepSizeGroup__FUc 0x0024f1c8
init__7cObjWepPC6cModel 0x00151300
trigger__8cItemMgr 0x0011fec8
setFall__10cObjPillarUiUi 0x00147260
GetModelInfoAddr__FP10cModelInfoUi 0x0022e7d8
SearchTargetEm__FP6tagVecP3cEmf 0x0024de08
bio4_GXSetCopyClear__FG8_GXColorUi 0x0021bf08
setResetReserve__10cObjLadder 0x0012fb98
create__7cSatMgrPC6tagVecN21fUiUi 0x001a33a8
Assign__6PS2TEXP10TEXPalette 0x002510f0
ckStatus__6cEmHit 0x001d5928
update__9cLightMgriSc 0x002243d0
ckBreak1st__8cObjBull 0x00141ef0
getBarrelMtx__11cObjBattery 0x0013f9c0
getType__10cObjLadder 0x0012f678
SndStrReq__FUiiii 0x0016f150
DVDReadDir 0x0016bf20
keyReload__7cPlayer 0x00248a08
PlGachaInit__Fv 0x0024ad98
loadCursor__9pzlPlayer 0x00261848
YarareInit__FP3cEmfffffsUs 0x0019e3f0
SetObj01__FUiUiP6tagVecN22ffiUi 0x00235b28
EffGetAreaState__FUi 0x001b8b88
init__10cAtariInfofffffffsUsUs 0x001a6078
setSeFall__6cEmWepUcUcUc 0x00116a50
EmAtkLineHitCk__FP6tagVecN30PUi 0x001c2f20
sellUnit__8MerchantUs 0x0012ac30
eprintf__FiiUciPCce 0x001e9ab8
save__8cItemMgrP15_ITEM_SAVE_DATA 0x00120720
setSubBullLookBack__8cObjBull 0x00142980
setParent__9cEmShieldP3cEmUiUi 0x001e33d0
Open__3OTW 0x00254620
moveReady__7cObjWep 0x001512d0
ReadCancel__4cDvdiUi 0x001b6060
SndRoomStrVolSet__Fii 0x00170950
setParent__7cEmRockP3cEmUiUi 0x001de608
relPiece__9pzlPlayerP8pzlBoard 0x00260858
SceAtSetActColor__FUi13SCEAT_ACT_COL 0x0026ab88
SetBull__FUiUiP6tagVecT2Ui 0x0013faa0
createBack__9cLightMgrQ29cLightMgr8LIT_TYPEiiUc 0x00223508
TaskChain__FPvT0 0x00256090
cmbPiece__9pzlPlayerP8pzlBoard 0x00260978
setBreak__8cEmTorch 0x001e54a8
endAction__7cPlayerUc 0x00248298
m3r 0x003d7560
setBlendRatio__10cModelInfoUs 0x0022dd90
endCamera__7cPlayer 0x00247ed0
getSat__10cSatHeaderUc 0x001a4800
sellingItemNo__8Merchanti 0x0012a290
setBeetle__6cEmHitUiUiUi 0x001d5990
setSubMotion__11cObjGondolaP11MOTION_INFOUiUi 0x00144c18
init1__7cPlayer 0x00166940
setHand__8cSubCharUi 0x00165450
itemInfo__FUsP9ITEM_INFO 0x0011db40
getPieceNum__8pzlBoard 0x0025efa0
level_price 0x002f0330
Disable__13CameraControl 0x00100730
PlRegistMotion__FUiUiUiUiUiUiUiUiUiUiUiUi 0x0024bcd0
SetPlDamage__FP3cEmPFP7cPlayer_v 0x0024b170
setDown__7cEmRackP6tagVec 0x001db790
MotionClear__FP6cModelUi 0x0022f648
SetObjGon__FUiUiP6tagVecT2Ui 0x00142d68
YarareAddCube__FP3cEmP11YARARE_INFOffffffsUs 0x0019e4d8
AddWaterPower__FR6tagVecf 0x001f9208
setLayout__14MessageControliQ214MessageControl11LAYOUT_TYPE 0x0012b7f0
SndStrPlayBlock__Fiif 0x00207ea8
quit__9AdaResult 0x00127f60
search__8pzlBoardUs 0x0025f020
stock_r11c_after_event 0x002f09e8
setSeThrow__6cEmWepUcUcUcUc 0x00116ab0
setCloth__6cEmWepP3cEm 0x001175e8
EmAtkHitSubCk2__FP8ATK_INFOP6tagVecT1 0x001c3660
mem_calloc__FUiPCcibUiUi 0x00229408
WeaponId2WeaponType__FUs 0x00121008
ckOpen__7cEmDoor 0x001d26d8
clear__8cDmgInfo 0x001bb5e8
SetFunc__8EventMgrPCcUi 0x00206ea0
setMotion__6cObj1cUiUiUiUi 0x0013a8d0
move__8omakeGetUi 0x00155a78
SetObj08Spd__FP4cObjP6tagVecffi 0x00237e78
SetSpear__FUiUiP6tagVecT2 0x00138568
setItem__6cEmBoxUiUiUsUsSc 0x001cc3e0
bulletNum__8cItemMgr 0x00120430
sell__8MerchantUsiPi 0x0012ac58
SetLadder__FUiUiP6tagVecT2Uc 0x0012ef40
SubCharCtrl__F8SCC_MODEUi 0x0024b7c0
setDropMot2__7cEmRockUiUiUiUiUiUiUi 0x001e0e28
getTrajectory__13CameraControlP6tagVecT1 0x001055e8
Bg_color_setting__Fb 0x00250650
pG 0x00325308
voiceSet__8cSubCharUsUs 0x001652c0
girlSkirt 0x00432528
set__8IDSystemP15_ID_FILE_HEADERUc8ID_CLASSUcUcUi 0x0021c748
TaskKill__FUi 0x00256198
hitCheck__7cDmgMgrP6tagVecT1 0x001b2908
partsFixAdjust__6cModel 0x0022db20
PlClothMoveGirl__FP3cEmP10CLOTH_INFON21 0x002497a0
setAdjustMode__8cObjBullUiPFv_v 0x00142a00
HoldBinocular__13CameraControlUiUiP6tagVecT3 0x001056f0
setRide__8cObjBullUi 0x00141d70
palger 0x00325328
partsFixMemory__6cModelUi 0x0022da80
trans__8IDSystem 0x0021e300
MercSysInitStage__Fv 0x00124db8
CameraViewFrustumPtr__FP6CAMERA 0x001ad610
PlClothSetAda4__FP3cEmP10CLOTH_INFON21Ui 0x002498d0
IsMotionEnd__13CameraControl 0x001058e0
SceAtExecRoomJump__FUsRC6tagVecT1Uc13DOOR_EFF_TYPE 0x0026b0c8
level_r200 0x002f0658
strcpy 0x002afa28
EmGetDmPos__FP3cEmP6tagVecT1 0x001bdd68
SceAtSearchLadder__FP3cEmR6tagVecRfRSc 0x0026b358
EmInitFunc 0x004203dc
RouteCkPosToPos__FP6tagVecN20 0x00265358
WeaponId2ChargeNum__FUsi 0x001210e0
levelupItemNo__8Merchanti 0x0012afc8
setDelete__8cEmTorch 0x001e54d0
setRidePL__11cObjGondola 0x00144a90
strchr 0x002af73c
dump__15AdaMissionStart 0x00119a50
Em33ClothMove__FP3cEmP10CLOTH_INFO 0x001bc3d8
StartLookDownEm__13CameraControlP3cEm 0x00105370
setParent__7cEmItemP3cEmUiUi 0x001d69c0
lockMove__6cPlWep 0x0024dbc0
setOpenOnly__9cEmSwitch 0x001e4330
moveFire__7cObjWep 0x001512e0
MotionGetSpeed__FP6cModelP11MOTION_INFOUcP6tagVecT3 0x00231ae0
setBombThrow__6cEmWepP6tagVecUi 0x001163d0
__3OTW 0x00254400
Comeback__13CameraControlUi 0x001006b8
SetEnableFence__9cEmWindowbQ29cEmWindow15EnableFenceFlag 0x001e9920
checkEvent__7cPlayer 0x00248218
keyKamae__8cObjHand 0x00150e38
Hermite_1CurveCalc__FP13HERMITE_1_PTRf 0x0021c058
SwapIn__9cDataSwap 0x001ad7c0
move__15AdaMissionStart 0x00119c60
ckStatus__7cEmItem 0x001d69b8
MotionGetState__FP6cModel 0x00232310
MotionSet__13CameraControlUifi 0x00105840
setAutoOpen__9cEmSwitch 0x001e4348
Ctrl12CntCk__FP5cCtrl13CTRL12_ID_CNTUi 0x0010e710
at__8cItemMgri 0x0011e008
quit__8omakeGet 0x00155cb0
getLadderNum__10cObjLadder 0x0012f6c8
RouteCkGetNearPoint__FP6tagVec 0x00265c48
setEasyExt3__FPc 0x001518e0
lifeMeterDisp__7Cockpitb 0x001adca0
AreaHitCheck__FP13AREA_HIT_DATAPC6tagVec 0x0019dc90
SceCTask__Fv 0x002749f8
_7cPlayer$SPEED_WALK_TURN 0x003bf32c
LifeDownSet2__FP3cEmiiUi 0x001c2618
setFire__11cObjGatling 0x00134958
RotMatrix__FPA3_fRC6tagVec 0x0022b4f8
Em37CoatMove__FP3cEmP10CLOTH_INFO 0x001bc2b8
DebugTrg__FUi 0x00273340
EmSetDieCnt__FP3cEm 0x001bdc10
ItemMgr 0x003ce148
setPlDmgMot__6cObj16UiUi 0x001372e0
PlSetDamage__FiiUi 0x001c2b10
ckCatch__7cEmTree 0x001e72c0
girlSweater 0x00432588
exerciseItemNum__8Merchant 0x0012a4f8
levelupItemPtr__8Merchanti 0x0012af70
EvtPosSet__8EventMgrffff 0x00207470
getRoomEtcBox__FUiPP6cEmBoxi 0x00201a98
SQRTF__Ff 0x0022c218
GetCtrlDragon__FUi 0x0010e920
SetShake__9cEmWindow 0x001e8cc0
PlSeCall__FUsP6tagVecUcUiP6cModel 0x0016dcc8
CutCall__13CameraControlSc 0x00101128
SndRoomBgmStart__FUcSc 0x00170410
FcvGetMaxFrame__FPv 0x00232200
setLost__6cEmWep 0x00116ce8
setAtk__6cObj16Uc 0x001372f0
AreaGetCenterPos__FR6tagVecRC13AREA_HIT_DATA 0x0019dfd0
